Country Name,Austria,Belgium,Bulgaria,Cyprus,Germany,Denmark,Spain,Estonia,Finland,France,Greece,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Slovenia,Sweden
Country Code,AUT,BEL,BGR,CYP,DEU,DNK,ESP,EST,FIN,FRA,GRC,HRV,HUN,IRL,ITA,LTU,LUX,LVA,MLT,NLD,POL,PRT,ROU,SVN,SWE
Indicator Name,Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$),Current health expenditure per capita (current US$)
Indicator Code,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD
2006,3882.981934,3558.54248,294.1089172,1474.02063,3697.921631,4778.891602,2242.178223,600.5078735,3407.665527,3814.276367,2052.875488,816.0170288,893.2030029,4147.132324,2832.697754,536.0573731,6070.73584,552.3015747,1474.484497,4080.219727,524.0974731,1814.213623,291.0040894,1541.664307,3763.105469
2007,4478.768555,4078.583252,361.2349854,1694.271851,4182.799316,5468.379395,2606.178955,832.7330933,3911.96582,4318.73877,2426.759521,1041.034424,1003.258179,4858.64502,3092.558838,704.2931519,6671.265137,775.1915283,1596.123169,4696.141602,660.9246826,2069.86084,415.0679016,1795.950439,4307.144531
2008,5057.760742,4671.56543,455.5405884,2155.246582,4669.635254,6137.776367,2995.049805,1038.562256,4481.216797,4812.536621,2840.508545,1258.872437,1117.202271,5638.779297,3504.111572,936.5093384,7578.749512,913.5214844,1751.165039,5382.445801,892.5968628,2331.429932,521.3156128,2179.452393,4626.638672
2009,4928.987793,4653.915039,459.3002014,2105.477783,4674.783203,6221.688965,2937.534424,963.0196533,4347.121582,4741.415527,2809.05957,1187.545288,943.6876831,5502.887695,3337.750732,864.7363892,7670.59375,744.6616211,1677.362305,5282.743164,759.6057739,2288.643555,449.3769226,2125.056885,4137.5
2010,4800.793457,4544.996094,484.7522888,2045.292358,4611.810547,6011.538086,2789.533936,926.4541626,4249.602051,4598.320313,2564.369873,1126.373657,983.1108398,5133.455078,3217.682861,805.2244873,7459.835449,689.0772095,1733.668823,5191.693848,809.1994019,2215.257324,472.2075195,2017.146606,4420.259766
2011,5167.817871,4943.832031,555.8641968,2114.668945,5036.484863,6281.004395,2909.117676,1015.968262,4715.935059,4939.310547,2338.915771,1132.498901,1063.432251,5570.705566,3392.012695,925.4716187,7174.739258,764.5917358,1960.061157,5562.121094,866.0946655,2210.587402,426.5997315,2147.805176,6354.291992
2012,4966.095703,4706.618164,558.6479492,1899.372559,4762.847656,6003.830566,2591.016113,1013.314209,4572.523438,4651.108398,1948.248169,1029.971191,961.1383667,5239.337891,3086.303223,896.9370728,6029.475098,745.5174561,1898.60144,5284.649902,815.1418457,1918.490723,401.671051,1974.854004,6254.64502
2013,5235.341309,4947.864746,547.454834,1916.322632,5096.820801,6236.554199,2629.605469,1144.646851,4892.097168,4901.933105,1813.878296,889.944519,990.6311646,5331.600586,3149.242676,958.9271851,6356.644531,807.1300049,2121.082275,5532.726563,878.088501,1959.981567,495.2362366,2055.381348,6696.117188
2014,5393.602051,4999.188477,605.2589111,1873.891357,5304.318848,6380.784668,2679.848145,1238.927002,4922.675781,4998.668457,1705.11438,909.3716431,1006.156494,5399.598633,3154.275879,1021.232971,6547.034668,856.7665405,2456.434814,5601.885742,911.2981567,1989.542114,503.3475342,2062.384766,6605.987305
2015,4612.824219,4290,521.4190674,1616.549438,4622.206543,5469.334961,2349.233887,1112.914063,4127.149902,4208.38623,1452.074463,795.520813,870.5192261,4561.737793,2675.671631,920.1997681,5421.932129,775.8643189,2243.467041,4676.57666,803.9596558,1725.2229,442.240387,1775.86084,5595.033203
2016,4709.875977,4328.846191,562.3408203,1681.903687,4742.03418,5565.593262,2376.721191,1186.102783,4107.062988,4268.174316,1488.198608,840.9050293,914.1935425,4717.568359,2699.73291,988.5279541,5475.139648,874.7977295,2321.15332,4734.833496,813.4727783,1880.15686,476.2450562,1835.407349,5674.477539
2017,4937.977051,4618.208984,618.7059326,1780.3479,5052.67334,5800.152832,2522.644287,1350.380615,4233.468262,4424.507813,1505.941406,902.6252441,981.0388794,5019.701172,2809.721436,1083.303345,5713.118652,932.5015869,2551.716064,4910.899414,909.578186,2003.263306,555.1130981,1925.03479,5838.215332
2018,5326.437012,4912.700684,689.9053955,1954.40686,5472.202148,6216.768555,2736.323242,1552.96875,4515.677246,4690.072266,1566.899902,1014.222351,1081.802856,5489.070801,2988.99585,1249.254639,6227.083984,1101.492554,2753.510986,5306.534668,978.7356567,2215.173584,687.2543945,2169.579102,5981.706055
2019,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,
