Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Costa Rica,CRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribbean small states,CSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,1.317649806,1.071512065,,,,0.983419943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.380960052,3.326856112,3.084505001,3.937599978,3.512728781,3.536004761,3.083791445,3.072187925,2.872403239,2.876207372,,
Curacao,CUW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,1.270291696,1.577157899,5.391477698,5.700256029,5.369355098,7.374035613,7.264776122,9.129286044,4.074952605,4.023989196,3.041034215,4.524714829,5.57391077,4.676317946,2.73385097,2.822090151,3.153222159,2.130160735,1.985163124,1.955769162,2.037469743,1.899997863,1.684599658,1.629704944,1.816819508,1.857807744,1.742662349,1.659398696,1.611061582,1.547260522,1.653213363,1.410825734,1.583111306,1.780485709,1.609466806,1.778940478
Czech Republic,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.330404066,2.283400858,1.843622773,1.731904688,1.662045791,1.82593182,1.859069923,1.877356956,1.751249558,1.824406968,1.892764044,1.713703173,1.790083772,1.575906158,1.430914735,1.232471567,1.310564143,1.194772181,1.077836499,1.063216817,1.01508372,0.966227818,0.946582096,0.996128103,0.956655422,1.08885095,1.160877615,1.354845043
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.769862862,3.739906276,4.49596722,4.899283975,4.38429972,4.091072451,3.909296838,4.077676294,3.40638729,3.398622894,3.012630644,3.060213562,3.167507566,3.159617333,3.26114133,3.283216161,3.135566594,3.038293711,3.049444552,2.964182383,2.96134976,3.041879689,3.034295629,3.026973941,2.926224662,2.867379484,2.790328567,2.772299026,2.64090993,2.532430534,2.518432707,1.997834988,1.860479941,1.693538323,1.550276433,1.495022014,1.46585846,1.409301733,1.390894786,1.395074355,1.358883033,1.323438303,1.327958121,1.316924865,1.268957396,1.065629701,1.199302958,1.172471765,1.209034004,1.310604073,1.266826626,1.206150336,1.241677479,1.185257901,1.149941997,1.137338427,1.149654485,1.154049407,1.171816792,1.269146867,1.399730368
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,0.020942408,0.01750547,0.535539602,1.415326001,7.485064011,7.659693166,,,,,,,,6.650884508,6.760028054,6.158737241,5.757444699,5.791646029,5.080478793,5.474986078,5.65087454,5.478089713,5.069101191,,,,5.607179054,6.328690626,6.441955821,4.071943588,3.688071066,,,,,,,,,,,,
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.728877556,2.586811645,3.018273104,3.041523894,2.842914471,2.832137733,2.636749699,2.588210924,2.67593415,2.391607631,2.429119966,2.362222189,2.179973346,1.975807583,2.234843932,2.397249542,2.204203185,2.216303129,2.271821195,2.251527372,2.363092523,2.438666392,2.419895025,2.364742876,2.235470726,2.104672107,1.944819237,2.031647483,2.087470632,2.024220137,1.950757035,1.95468015,1.889377285,1.90719767,1.770109883,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.423704234,1.31148864,1.377492183,1.307247052,1.355004524,1.350178625,1.398621787,1.313531285,1.351818973,1.227252,1.149273286,1.111446012,1.147637617,1.138233254,1.277402227,1.301454919,1.442268139
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.231525748,5.229793978,4.319654428,3.865213082,3.783495059,4.212070411,3.462719911,3.191868759,3.245171394,2.64782447,2.416694716,2.196219622,1.987521385,1.791273937,1.965065502,1.831013309,1.928381627,1.885723006,2.17556607,2.182294319,1.583543216,1.720128253,1.582040078,1.366505433,1.198895981,1.210052351,1.344154055,1.018139942,0.880047488,0.800367985,0.675729388,0.348155032,0.559086816,0.755070036,0.733765624,0.549477868,0.63365161,0.796926407,0.780062374,0.816243888,1.030096472,1.213496052,1.058919211,0.764145027,0.687618052,0.766536372,0.683423361,0.627619057,0.699861657,0.66746117,0.667531705,0.60292806,0.653151462,0.611824773,0.651437856,0.643674978,0.634030553,0.666063444,0.69399111,0.689583104,0.750479965
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,2.511485452,3.496453901,3.418635171,3.512593601,3.019100431,2.614727855,2.386867358,2.130539184,2.087585034,1.795843966,1.688161994,1.957668149,2.131094293,2.701721228,2.241950459,2.375228938,2.138695866,2.102063296,1.818048875,2.063097441,1.951213252,1.755124007,1.643706897,1.787213666,1.856376277,1.749698749,1.540123779,1.461070586,1.210834059,2.14013213,2.505631577,3.146430012,2.935027107,3.094088396,3.637403468,3.965673788,3.755079983,3.433385635,3.820695463,3.700829359,3.251210893,3.283884523,2.83417835,2.643807548,2.923321027,3.024747141,3.848513698,3.518012609,4.325706359,4.46107862,4.844508917,5.548483336,6.270242856,6.384928983,5.924383327,5.467824356,6.021045994,6.659993727
East Asia & Pacific (excluding high income),EAP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.374845565,2.344395448,2.277386676,2.32508619,1.98299289,1.870179289,1.807460689,1.745226488,1.715335156,1.628293761,1.749238133,1.669443345,1.793724769,1.846412088,1.834572191,1.769170558,1.689817251,1.674769633,1.620450328,1.597184763,1.749012388,1.5981173,1.547146754,1.587574362,1.627038571,1.642339217,1.6808615,1.684679211,1.663864604,1.635860583,1.620744156,1.662584683
Early-demographic dividend,EAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.353208831,2.237130772,2.654668689,2.903762151,2.821976532,3.081754525,2.965661142,3.163109926,3.356504812,3.532426956,3.305833648,3.359140537,3.293944256,3.059889766,3.312617744,4.127075482,4.443476071,5.51686956,5.364507175,4.689999469,4.22757032,4.502373713,5.193026289,4.911264362,4.846738578,4.482646637,3.648777109,4.249930724,3.854786208,3.529432426,3.256268239,3.056518275,2.816779871,2.65892199,2.469438961,2.717398089,2.607518803,2.739208297,2.823297548,2.664467346,2.538750078,2.5311184,2.491381159,2.439208441,2.372335541,2.322182347,2.242970006,2.258142804,2.227379466,2.526338746,2.315307918,2.202280814,2.286318315,2.393609807,2.521581613,2.646580557,2.446099904,2.46374794,2.416763203,2.31314151,2.507247551
East Asia & Pacific,EAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.644740018,1.592554348,1.492993741,1.390256078,1.432641982,1.372007985,1.246062264,1.41616188,1.461247313,1.66157414,1.674195964,1.585488185,1.657653049,1.750111147,1.772813061,1.860651098,1.774053982,1.733076841,1.722592536,1.534726494,1.512592399,1.478952428,1.588044889,1.603478991,1.56295838,1.571344908,1.491589589,1.431480378,1.395393254,1.428782514,1.441242399,1.407044209,1.407643905,1.358247667,1.4236127,1.460146355,1.460324069,1.440727047,1.453974389,1.480560106,1.481441894,1.476229619,1.576439769,1.490621691,1.47644167,1.494100872,1.541849705,1.581173665,1.624687883,1.612219591,1.601739019,1.589780231,1.587929904,1.656837882
Europe & Central Asia (excluding high income),ECA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.900313297,3.82453187,4.298151312,3.937605205,3.672784405,3.589228558,3.691572611,,,,,,4.231683241,3.591452157,3.895546643,3.40578467,3.445131578,3.672943295,2.800312645,3.171016675,3.162435845,3.19353052,3.348139908,3.133419252,2.784241906,2.703540212,2.670521555,2.582420711,2.580250204,2.964284496,2.76439478,2.693665911,2.857223235,2.904889192,3.011619741,3.229225593,3.475638277,3.033794192,2.917076215,3.101183353,3.351782956
Europe & Central Asia,ECS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.602442988,4.512745364,4.506838907,4.314809005,4.197638813,4.081483722,3.998736479,3.937914439,3.788558586,3.515358842,3.246120011,3.234292482,3.264342948,3.108566227,3.13791464,3.247005131,3.139267636,3.116683166,3.068516105,3.033464763,3.039215208,3.120676348,3.211556638,3.178082163,3.121827916,3.071152967,2.930133306,2.890763916,2.763637061,2.676030944,2.60763762,2.475033968,2.446342951,2.326647948,2.242731232,2.044674385,2.021591096,2.016941396,1.904930516,1.883736327,1.86215658,1.832361021,1.855238985,1.840531551,1.799106057,1.737086627,1.731890901,1.706349035,1.731303189,1.833514249,1.775923502,1.727902484,1.771555764,1.73729729,1.70447144,1.684302175,1.703751621,1.651964008,1.639170122,1.702164708,1.872660457
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.376236784,2.046766984,2.045453783,1.765212311,1.909954013,2.069565217,1.824221519,1.804423333,1.923973498,2.370616301,1.833689718,1.85402517,1.990023208,1.976570409,2.015889956,2.366808985,2.200687668,3.080372169,2.142726489,1.987493749,1.781224699,1.677840318,1.654002831,1.57477835,1.485232327,1.779738554,1.837386828,1.966316149,1.977626848,1.923989193,1.890323788,1.778360165,1.667206599,1.821421501,1.559343468,2.34132011,1.950397527,2.104171235,2.357234865,1.751925046,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.875890683,2.739230809,2.616074159,2.5147668,2.361263384,2.351887153,2.233801969,2.410351528
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,6.67547918,8.664688427,10.32838983,10.11743451,8.718268831,8.907698509,11.13304382,14.33605341,15.98788287,17.18701218,13.56453029,13.51351351,17.27424351,15.43184609,13.72689611,13.11205847,9.940713483,6.468937876,6.160310278,7.416909621,7.188960605,7.958673933,8.26523207,7.856933059,7.498130566,6.528742771,5.060876623,3.968098958,3.467699536,3.611744704,3.215500632,3.097736992,3.153934651,3.082036234,2.97481187,2.841485218,2.659383291,2.569767478,2.55126514,2.98556856,3.278454797,3.17728527,2.877531237,2.714220407,2.606218603,2.379634675,2.180785485,2.032645043,1.952967042,1.837025559,1.648175793,1.610056977,1.689694836,1.723147428,1.666605152,1.4220317,1.249966196,1.180971797,1.224172373
Euro area,EMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.820795281,3.734845095,3.750789815,3.551720294,3.46812304,3.33717014,3.367270341,3.337247246,3.30129783,3.047933966,2.856437677,2.86044691,2.909075436,2.818964893,2.848751513,2.884518024,2.810135439,2.821581566,2.799950672,2.769065586,2.72606892,2.808163702,2.847752044,2.825416435,2.757475422,2.70282809,2.632842318,2.641247574,2.533963349,2.433216496,2.365819708,2.174793931,2.065354736,1.996973392,1.913412128,1.785120194,1.771101726,1.735183596,1.6947064,1.675323243,1.64344369,1.596479353,1.581369505,1.580799604,1.566025185,1.476190537,1.478049605,1.43513581,1.471399276,1.561711318,1.488874152,1.426886465,1.423041843,1.373972979,1.332626498,1.309459016,1.334940882,1.338435725,1.341899379,1.369944531,1.536423555
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32911392,12.71594203,19.53911241,20.34481906,11.86041497,32.49706661,34.37776845,32.65567119,22.13679156,20.67187836,20.86574531,,,,,,,,,,,,,,,,,
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.250747022,2.031244826,2.267745892,1.96963292,1.930558573,1.884866825,2.07961936,1.851956944,2.297672519,2.434167534,2.286616226,2.107971746,2.317782098,2.110741725,2.207563937,2.004262233,2.321046932,2.314232663,2.357957301,2.497064901,2.489895785,2.582108745,2.660306746,2.9362729,2.966005504,2.954721708,2.62503668,2.614700689,2.489375217,2.359675142,2.293305209,2.129192231,2.042803676,2.011871737,2.001337402,1.917022395,1.814439016,1.722815679,1.757319949,1.755234589,1.725517988,1.629584033,1.455973702,1.422544393,1.43022118,1.387177754,1.370007461,1.363106312,1.367620485,1.358353837,1.387378124,1.331876555,1.423637303,1.272770663,1.254459104,1.270823783,1.13772804,1.230690776,1.253935882,1.233438734,1.402053417
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761751961,1.041630274,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.450919932,1.388422436,1.657582134,1.765049691,1.78893839,1.686470067,1.664010243,1.88357958,1.896666618,1.912785931,2.011335173,2.051844371,2.007733521,2.008665863,2.024018821,2.307487386
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,1.855877617,1.932190329,2.428366762,2.921584479,3.229935251,3.107199084,2.48622497,2.195616369,2.020664553,1.883109803,1.906071504,1.936410256,1.925554082,2.794582393,4.492062115,4.131722525,3.967780853,4.810902452,6.886588009,8.708582133,7.536958032,7.539018428,7.179617834,7.969148162,6.823904199,6.697237569,6.855673685,8.50143611,10.27664846,9.657969809,5.705131545,3.441708349,3.071688351,2.868438702,2.225616054,2.117138489,3.343177478,7.276936149,9.506942683,7.613843906,4.349020778,3.719388099,3.238842734,3.072650407,2.761551436,2.266537384,1.86327402,1.489809217,1.184802596,1.133586485,1.090707444,0.86836209,0.806417117,0.768411101,0.705413868,0.695462177,0.666369217,0.63901528,0.587739944,0.481146129
European Union,EUU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.816865015,3.733580096,3.760585185,3.586677959,3.501687989,3.385991327,3.380935723,3.332367295,3.293502287,3.056696709,2.87352467,2.877475016,2.91699487,2.820103732,2.851084785,2.882419025,2.804353204,2.819631865,2.801859486,2.771656271,2.726776458,2.806451402,2.838241182,2.811000537,2.741270283,2.686829131,2.613952439,2.63774891,2.539518377,2.45571102,2.38584784,2.19541643,2.087963999,2.019586382,1.935502238,1.821247059,1.803661163,1.773164697,1.729689261,1.699358746,1.662063124,1.618513909,1.602561546,1.596708025,1.571757026,1.492343091,1.487469313,1.446636619,1.464866037,1.543120211,1.478197249,1.415613615,1.413213502,1.365957874,1.333567882,1.319789341,1.33461975,1.339822426,1.357864243,1.394032896,1.562533335
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,1.761816751,3.089633859,,2.780603,2.701491736,1.991004357,3.905897412,4.720294455,5.240710886,4.133713451,3.817108626,4.238454483,4.369743248,4.463044587,5.708508795,5.104249294,4.887262882,4.576415108,4.166458241,4.156694402,4.084160128,3.310188489,3.771803762,3.831879443,3.168757605,3.1475575,2.668896473,2.647196969,,,2.953569238,2.603626428,3.030834257,2.556597329,2.127282565,1.879950951,2.288641378,2.499039767,2.516485305,2.288083684,2.205277054,2.155324157,1.961723265,1.920700657,1.820460532,1.766273656,1.831612929,1.81402375,1.799658857,1.458267905,1.611817387,1.72151964,2.110384029,1.962713352,2.137604364,1.828213936,1.91649088,1.621994539,1.651039246,1.750538939
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.769041048,1.83618152,2.513178309,1.927141787,1.859273032,1.797340383,1.713951314,1.615521153,1.7550744,1.437477698,1.375854017,1.449046875,1.530845544,1.45370204,1.270178667,1.50815982,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.446857263,1.470163565,1.467190429,1.444766675,1.290887944,1.394917394,1.560742356,1.49175816,1.489408984,1.526584659,1.533860935,1.451930187,1.449960972,1.419652626,1.353498604,1.362212408,1.347711136,1.530450942
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,0.187695516,0.21708353,0.248851455,0.218740763,0.242222222,0.300497866,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.154967799,1.241420841,1.222607935,1.133157925,1.043961754,1.969527484,2.052015089,2.270106632,2.10875526,2.166788254,1.840414107,1.808559319,1.702637273,1.62578739,1.424246345,1.364959581,1.259188866,1.131806343,1.756243418,1.82458369,1.548566731,1.486500874,1.583875953,1.323594614,1.608599017,2.048919969,1.404043353,1.649252196,1.481749226,1.486616149,1.376357542,1.280181514,1.53976765,0.910146352,1.103793033,1.404844224,1.467606861,1.464098153,1.75011439
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.428485885,5.295607539,5.15887135,4.740085717,4.540250267,4.395319514,4.290103274,4.295245947,4.136846038,3.679751727,3.458557717,3.316093048,3.23030459,3.143719205,3.086440581,3.197145464,3.156139584,3.23156861,3.151487314,3.139395443,3.155205085,3.24613261,3.223839134,3.237131775,3.187369251,3.143932802,3.085765016,3.120451605,2.963180609,2.879935312,2.805267627,2.812136438,2.690660711,2.689534806,2.66037496,2.492496189,2.414473951,2.375409653,2.226208307,2.17784297,2.085018245,2.03069529,2.04625799,2.095680413,2.104350835,2.023706919,1.9750983,1.907528634,1.897075896,2.098147335,1.969419353,1.891406214,1.8710806,1.849875918,1.862961439,1.872258281,1.917282368,1.908642012,1.845053399,1.845491196,2.073321427
Faroe Islands,FRO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,,,,,,,,,,,,,,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,,,,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.185025608,1.447542623,1.810489535,1.548722767,1.580901717,1.762374355
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.092486371,6.921387523,6.944166041,6.800743411,6.596056013,6.436978573,6.249036797,6.235703712,5.9411052,5.502195639,5.197413238,5.076330623,5.171047756,4.906161057,5.069427115,5.339603439,5.175503337,4.923277621,4.733043086,4.679757567,5.019903459,4.983763369,5.381326521,5.39688559,5.508079498,5.320704619,5.059823737,4.686668443,4.214287628,4.040954332,3.983217695,4.116802423,3.864717766,3.590649512,3.381933718,2.854199491,2.724592322,2.560148772,2.495962275,2.422909593,2.372796645,2.411122101,2.485659675,2.552062015,2.497821368,2.434203228,2.373086999,2.374207748,2.495723016,2.653485016,2.578159502,2.502726402,2.420564731,2.293640241,2.183906248,2.045503192,1.981438255,1.946324996,1.948755708,2.013004573,2.246546679
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.210173027,1.253587669,1.136973956,0.924374856,0.615582491,0.740186005,1.000532997,1.068489125,1.373838972,3.339169797,5.218306951,9.159116517,8.520118395,5.606597051,3.709632391,3.102968685,2.983734098,2.570552435,2.357939594,2.00294589,2.081640315,1.969742969,1.897113157,1.749924308,1.809647735
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.706659013,2.103004292,2.001003009,2.016348774,1.921988682,1.73260573,2.226613966,,2.655882353,2.501250625,2.118193891,1.701319472,1.429840142,1.364934323,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773574779,0.741113532,0.541347121,0.341179539,0.593211882,1.000443087,0.900516844,0.892627346,0.437880518,0.430846522,0.276510427,0.368975045,0.37734722,0.42195164,0.426586696,0.466092658,0.393540835,0.405428573,0.471706006,0.471795171,0.627279006,0.373922952,0.368353827,0.428512777,0.389777264,0.367459297,0.371042977,0.509249882,0.39844462,0.455352364,0.380677684,0.592259763,0.804165256,0.533396427,0.678998541,0.526514224,0.38237993,0.401629021,0.419660326,0.441936078,0.446156223
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.902357646,0.793828345,0.639108638,,,,,,,,,2.38055426,1.694640615,1.340709363,1.356116905,,,1.172819262,1.254991803,1.595131143,1.534637514,3.100210546,3.324680244,2.441181415,2.22856441,,,,,,,,2.286598227,2.349606844,2.240219514,2.517735345,1.88205381,1.768122506,1.636814205,1.445135682,1.457511923
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,0.461265972,0.504243267,0.409650499,0.279219754,0.255557492,0.30461567,0.397307469,0.407575946,0.384833815,0.325833061,0.315793599,0.234862059,0.24438081,0.227388636,0.192621402,0.277027429,0.260242378,0.355318377,1.098984204,0.489283634,,,0.78961347,0.754494266,1.187509127,1.008858467,,,0.702928018,0.814318637,0.828278886
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.008694578,0.013478315,0.015024038,0.010903144,0.024396442,0.058086957,,0.181085044,,,,,0.317965024,0.49556809,0.566593083,0.650521153,1.404761905,,2.628030362,1.626726771,1.558602899,1.575423111,,2.064836713,,,,1.662384767,2.017526129,1.595059118,2.4755946,2.076018119,2.03802352,1.625961245,1.335409609,1.424578577,1.411144551,1.652794305,1.736152603
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98642304,2.045616853,,,,,,,,,,,,1.501825824,1.482309067,2.474929604,,,,,0.766177854,1.041432076,1.237123381,1.100368826,1.072141334,1.312734395,
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.85730296,4.24357,4.048429712,3.82448464,3.57356211,3.498464921,3.584687388,4.345707668,4.690180266,4.78878606,4.197302194,4.119199173,3.956525145,3.517709064,4.824468835,5.847321622,5.829227384,5.918535654,5.575444512,5.181248329,4.660805995,5.735701309,5.626593458,5.172476663,4.835444337,4.692566938,4.128015122,4.255520448,4.198232231,3.765869465,3.798260327,3.48486511,3.62980089,3.600124696,3.581972329,3.173190196,3.311913282,3.36586889,3.533868815,3.360469945,3.46535532,3.251412856,3.077374575,2.493894752,2.60567253,2.836596277,2.78341887,2.679305921,2.983052345,3.224841138,2.750218262,2.522278766,2.443670816,2.371303983,2.350782884,2.466920999,2.575917794,2.559893896,2.713889458,2.664580485,2.795563146
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.157922234,1.122221065,1.045307811,1.173007511,1.003834253,1.395590485,1.373454875,1.45714605,1.266687364,1.025999767,1.696428571,1.118500605,1.141987057,0.910753902,0.898307765,1.231486561,1.271390282,1.372137579,1.181121819,1.306678256,1.316851537,1.889449104,2.025718678,2.035934099,2.190849287,2.007370436,1.667497995,1.750710007,1.869076997,1.80285163,1.728011563,1.268437264,1.472620375,1.267060171,1.178534599,1.080427374,0.895717414,0.742817943,0.720839851,0.67560076,0.918401635,1.052062929,0.762245026,0.815655343,0.479416089,0.383913657,0.431829465,0.398456601,0.468231103,0.395326074,0.441382604,0.459619448,0.475870731,0.501954236,0.456214349,0.432011238,0.464536552,0.402560936,0.390612897,0.465831692,0.483220756
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.645962733,2.850574713,6.958105647,8.352601156,6.074582924,3.89084507,3.715012723,3.700265252,3.944896681,5.126556017,4.516348774,4.674705882,8.436863544,5.355855856,3.08608877,2.663766014,1.583736689,0.90582828,0.582892778,0.969692301,0.950952236,1.005936721,0.915520386,0.787830934,,,,1.765977248,2.017945623,2.293286681,2.199716827,2.809324834,1.410485837,1.314883633,1.434891751,1.587459707,1.533188256,1.375436888,1.258127723,1.172176328,1.176947343,1.276332004,1.452213332,1.476476872,1.650397728,1.593320009,1.60417879,1.199003089
High income,HIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.961278611,6.930756499,7.000156803,6.578968023,6.044740225,5.733968943,6.147222198,6.61983604,6.493891612,5.994550305,5.246403955,4.686280347,4.394717067,3.932279098,3.91011511,3.803565665,3.609894806,3.734480467,3.559966282,3.581104098,3.658227209,3.965290342,4.583296606,4.360147326,4.38227093,4.439817569,4.028954771,3.872313404,3.603464736,3.537156128,3.426684559,3.104409759,3.013617648,2.846980321,2.636318018,2.42285292,2.360059056,2.374806989,2.336970055,2.25324881,2.261012186,2.290089603,2.405090048,2.488167583,2.505755663,2.517006112,2.507214263,2.486243276,2.584507381,2.839159232,2.802864,2.709189928,2.6447452,2.533959582,2.451204087,2.450298628,2.376273964,2.342921698,2.339192237,2.395528699,2.599428825
