geography_desc,year_desc,category,commodity_desc,amount,unit_desc
China,2006,Government expenditures on agriculture,Rural relief funds,18.204,Billion yuan
China,2006,Government expenditures on agriculture,Science & technology promotion & trials,2.142,Billion yuan
China,2006,Government expenditures on agriculture,Total government expenditures for agriculture,317.297,Billion yuan
China,2006,Industrial output of selected products,Beer,3543.58,10000 Kiloliters
China,2006,Industrial output of selected products,Canned food,5138.8,1000 tons
China,2006,Industrial output of selected products,Chemical fertilizers,53450.5,1000 tons
China,2006,Industrial output of selected products,Chemical fibers,16998,1000 tons
China,2006,Industrial output of selected products,Chemical pesticides,1384.6,1000 tons
China,2006,Industrial output of selected products,Cigarettes,20218.13,100 million pieces
China,2006,Industrial output of selected products,Cloth,59855,Million meters
China,2006,Industrial output of selected products,Edible vegetable oils,23352.3,1000 tons
China,2006,Industrial output of selected products,Electricity,2865.726,Billion kwh
China,2006,Industrial output of selected products,Household refrigerators,35308.9,1000 units
China,2006,Industrial output of selected products,Machine-made paper & paperboard ,68630.2,1000 tons
China,2006,Industrial output of selected products,Nitrogen fertilizer,39115.4,1000 tons
China,2006,Industrial output of selected products,Phosphate fertilizer,12254.6,1000 tons
China,2006,Industrial output of selected products,Sugar,9490.7,1000 tons
China,2006,Industrial output of selected products,"Tractors, large and medium",199.3,1000 tons
China,2006,Industrial output of selected products,Yarn,17429.6,1000 tons
China,2006,Livestock inventories,Buffalo,15022,1000
China,2006,Livestock inventories,Camels,269,1000
China,2006,Livestock inventories,Cattle & buffalo,104651,1000
China,2006,Livestock inventories,Dairy cattle,10762,1000
China,2006,Livestock inventories,Donkeys,7306,1000
China,2006,Livestock inventories,Hogs,418504,1000
China,2006,Livestock inventories,Horses,7195,1000
China,2006,Livestock inventories,Large animals,12871,1000
China,2006,Livestock inventories,Mules,3451,1000
China,2006,Livestock inventories,Poultry,4840000,1000
China,2006,Livestock inventories,Sheep & goats,283698,1000
China,2006,Livestock inventories,Yellow cattle,78868,1000
China,2006,Livestock products,Aquatic products,45836,1000 tons
China,2006,Livestock products,Beef ,5767,1000 tons
China,2006,Livestock products,Cow milk,31934,1000 tons
China,2006,Livestock products,Eggs,24240,1000 tons
China,2006,Livestock products,Meat,70890.4,1000 tons
China,2006,Livestock products,Mutton,3638.4,1000 tons
China,2006,Livestock products,Other milk,1091,1000 tons
China,2006,Livestock products,Pork ,46504.5,1000 tons
China,2006,Livestock products,Poultry,13631,1000 tons
China,2006,Macroeconomic data,Employment: Primary industry,325.61,Million
China,2006,Macroeconomic data,Exchange rate,7.97,Yuan per US$
China,2006,Macroeconomic data,"Exports: Edible oils, fats & waxes",373,Million U.S. dollars
China,2006,Macroeconomic data,Exports: Food & live animals used for food,25723,Million U.S. dollars
China,2006,Macroeconomic data,Exports: Tobacco & beverages,1193,Million U.S. dollars
China,2006,Macroeconomic data,GDP per capita,16165,Yuan
China,2006,Macroeconomic data,GDP: Primary industry,2404,Billion yuan
China,2006,Macroeconomic data,Gross domestic product,21192.4,Billion yuan
China,2006,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",4242.44,Billion yuan
China,2006,Macroeconomic data,Gross output value: Animal husbandry,13640.2,100 mil. yuan
China,2006,Macroeconomic data,Gross output value: Crops,21549.1,100 mil. yuan
China,2006,Macroeconomic data,Gross output value: Fisheries,4433,100 mil. yuan
China,2006,Macroeconomic data,Gross output value: Forestry,1602,100 mil. yuan
China,2006,Macroeconomic data,"Imports: Edible oils, fats & waxes",8901,Million U.S. dollars
China,2006,Macroeconomic data,Imports: Food & live animals used for food,9994,Million U.S. dollars
China,2006,Macroeconomic data,Imports: Tobacco & beverages,1041,Million U.S. dollars
China,2006,Macroeconomic data,Population,131448,10000
China,2006,Macroeconomic data,Rural employment,48090,10000
China,2006,Macroeconomic data,"Rural employment in farming, forestry, fisheries",34874,10000
China,2006,Macroeconomic data,Rural population,73742,10000
China,2006,Macroeconomic data,Total employment,76400,10000
China,2006,Macroeconomic data,Total exports (million),775946,Million U.S. dollars
China,2006,Macroeconomic data,Total imports (million),633769,Million U.S. dollars
China,2006,Macroeconomic data,Total wages (100 million yuan),23265.9,100 mil. yuan
China,2006,Macroeconomic data,Urban population,57706,10000
China,2006,Price indexes,Ag input purchase price index,101.5,Previous year=100
China,2006,Price indexes,Ag input: Chemical fertilizer,101.6,Previous year=100
China,2006,Price indexes,Ag input: Farm machinery,100.1,Previous year=100
China,2006,Price indexes,Ag input: Feed & forage,101.1,Previous year=100
China,2006,Price indexes,Ag input: Oil for fam machinery,105.8,Previous year=100
China,2006,Price indexes,Ag input: Pesticides,113.4,Previous year=100
China,2006,Price indexes,Ag input: Small farm tools,106.2,Previous year=100
China,2006,Price indexes,Ag input: Young livestock & fowl,88,Previous year=100
China,2006,Price indexes,Ag product farm price ,101.2,Previous year=100
China,2006,Price indexes,Ag product farm price: Cattle,100.6,Previous year=100
China,2006,Price indexes,Ag product farm price: Cereals,102.1,Previous year=100
China,2006,Price indexes,Ag product farm price: Chickens,97.2,Previous year=100
China,2006,Price indexes,Ag product farm price: Corn,103,Previous year=100
China,2006,Price indexes,Ag product farm price: Cotton,97.1,Previous year=100
China,2006,Price indexes,Ag product farm price: Eggs,96,Previous year=100
China,2006,Price indexes,Ag product farm price: Fresh water fish,99.9,Previous year=100
China,2006,Price indexes,Ag product farm price: Fruit,111.4,Previous year=100
China,2006,Price indexes,Ag product farm price: Livestock & poultry,94.3,Previous year=100
China,2006,Price indexes,Ag product farm price: Oilseeds,104.8,Previous year=100
China,2006,Price indexes,Ag product farm price: Pigs,90.6,Previous year=100
China,2006,Price indexes,Ag product farm price: Rice paddy,102,Previous year=100
China,2006,Price indexes,Ag product farm price: Soybean,99.2,Previous year=100
China,2006,Price indexes,Ag product farm price: Sugar,121.1,Previous year=100
China,2006,Price indexes,Ag product farm price: Vegetables,109.3,Previous year=100
China,2006,Price indexes,Ag product farm price: Wheat,100.1,Previous year=100
China,2006,Price indexes,Consumer price index,101.5,Previous year=100
China,2006,Price indexes,CPI: Alcohol beverages,101.2,Previous year=100
China,2006,Price indexes,CPI: Dairy,100.9,Previous year=100
China,2006,Price indexes,CPI: Edible oils,98.6,Previous year=100
China,2006,Price indexes,CPI: Eggs,96,Previous year=100
China,2006,Price indexes,CPI: Fish & shrimp,101.2,Previous year=100
China,2006,Price indexes,CPI: Food,102.3,Previous year=100
China,2006,Price indexes,CPI: Fruit & melons,117.9,Previous year=100
China,2006,Price indexes,CPI: Grain,102.7,Previous year=100
China,2006,Price indexes,CPI: Meat,97.1,Previous year=100
China,2006,Price indexes,CPI: Sugar,111.2,Previous year=100
China,2006,Price indexes,CPI: Tea & beverages,101,Previous year=100
China,2006,Price indexes,CPI: Tobacco,100.2,Previous year=100
China,2006,Price indexes,CPI-vegetables,108.2,Previous year=100
China,2006,Price indexes,Ex-factory price of clothing products,101.3,Previous year=100
China,2006,Price indexes,Ex-factory price of food products,100.4,Previous year=100
China,2006,Price indexes,Raw materials purchase price index - ag sideline products ,104.3,Previous year=100
China,2006,Price indexes,Retail price index,101,Previous year=100
China,2006,Price indexes,Retail price index,362.9,(1978=100)
China,2006,Price indexes,Rural CPI,101.5,Previous year=100
China,2006,Price indexes,Urban CPI,101.5,Previous year=100
China,2006,Rural per capita consumption,Alcoholic beverages,9.97,Kilograms
China,2006,Rural per capita consumption,Aquatic products,5.01,Kilograms
China,2006,Rural per capita consumption,Edible oils,5.84,Kilograms
China,2006,Rural per capita consumption,Fine grains (wheat & rice),178,Kilograms
China,2006,Rural per capita consumption,Fresh eggs,5,Kilograms
China,2006,Rural per capita consumption,Fruits ,19.1,Kilograms
China,2006,Rural per capita consumption,Grain ,205.62,Kilograms
China,2006,Rural per capita consumption,Milk and Dairy,3.15,Kilograms
China,2006,Rural per capita consumption,Per capita food expenditures,1217,Yuan
China,2006,Rural per capita consumption,Per capita living expenditures,2829.02,Yuan
China,2006,Rural per capita consumption,Per capita net income,3587,Yuan
China,2006,Rural per capita consumption,Pork,15.46,Kilograms
China,2006,Rural per capita consumption,"Pork, beef & mutton",17.03,Kilograms
China,2006,Rural per capita consumption,Poultry,3.51,Kilograms
China,2006,Rural per capita consumption,Rice,111.93,Kilograms
China,2006,Rural per capita consumption,Sugar,1.09,Kilograms
China,2006,Rural per capita consumption,Vegetables,100.53,Kilograms
China,2006,Rural per capita consumption,Wheat,66.11,Kilograms
China,2006,Urban per capita consumption,Alcoholic beverages,9.12,Kilograms
China,2006,Urban per capita consumption,Aquatic products,12.95,Kilograms
China,2006,Urban per capita consumption,Beef & mutton,3.78,Kilograms
China,2006,Urban per capita consumption,Edible vegetable oils,9.38,Kilograms
China,2006,Urban per capita consumption,Fresh eggs,10.41,Kilograms
China,2006,Urban per capita consumption,Fruits & melons,60.17,Kilograms
China,2006,Urban per capita consumption,Grain,75.92,Kilograms
China,2006,Urban per capita consumption,Milk,18.32,Kilograms
China,2006,Urban per capita consumption,Nuts,3.03,Kilograms
China,2006,Urban per capita consumption,Per capita disposable income,11759.45,Yuan
China,2006,Urban per capita consumption,Per capita food expenditures,3111.92,Yuan
China,2006,Urban per capita consumption,Per capita living expenditures,8696.55,Yuan
China,2006,Urban per capita consumption,Pork,20,Kilograms
China,2006,Urban per capita consumption,Poultry,8.34,Kilograms
China,2006,Urban per capita consumption,Vegetables,117.96,Kilograms
China,2005,Agricultural inputs,Ag employment (primary industry),339.7,million
China,2005,Agricultural inputs,Compound fertilizer,13032,1000 tons
China,2005,Agricultural inputs,Cultivated land area,122067,1000 hectares
China,2005,Agricultural inputs,Irrigated area,55029.3,1000 hectares
China,2005,Agricultural inputs,Irrigated area by mech/elec pump,36715.4,1000 hectares
China,2005,Agricultural inputs,Nitrogenous fertilizer,22293,1000 tons
China,2005,Agricultural inputs,Pesticide use,1460,1000 tons
China,2005,Agricultural inputs,Phosphate fertilizer,7438,1000 tons
China,2005,Agricultural inputs,Potash fertilizer,4895,1000 tons
China,2005,Agricultural inputs,Rural electricity consumption,437.57,Billion kwh
China,2005,Agricultural inputs,Total fertilizer consumption,47662,1000 tons
China,2005,Agricultural inputs,Total power of ag machinery,68397.8,10000 kw
China,2005,Animals slaughtered,Camels,65,1000
China,2005,Animals slaughtered,Cattle,52876,1000
China,2005,Animals slaughtered,Donkeys,2171,1000
China,2005,Animals slaughtered,Hogs,603674,1000
China,2005,Animals slaughtered,Horses,1567,1000
China,2005,Animals slaughtered,Mules,602,1000
China,2005,Animals slaughtered,Poultry,9864918,1000
China,2005,Animals slaughtered,Rabbits,378404,1000
China,2005,Animals slaughtered,Sheep & goats,308045,1000
China,2005,Crop production,Apples,24011,1000 tons
China,2005,Crop production,Bananas,6518,1000 tons
China,2005,Crop production,Beans,21577,1000 tons
China,2005,Crop production,Citrus,15919,1000 tons
China,2005,Crop production,Corn,139365,1000 tons
China,2005,Crop production,Cotton,5714,1000 tons
China,2005,Crop production,Dates,2489,1000 tons
China,2005,Crop production,Early rice,31873,1000 tons
China,2005,Crop production,Fiber crops,1105,1000 tons
China,2005,Crop production,Fruit,161201,1000 tons
China,2005,Crop production,Grain,484022,1000 tons
China,2005,Crop production,Grapes,5794.411,1000 tons
China,2005,Crop production,Late rice,34614,1000 tons
China,2005,Crop production,Melons,72845.9,1000 tons
China,2005,Crop production,Middle rice,114104,1000 tons
China,2005,Crop production,Millet,1785,1000 tons
China,2005,Crop production,Muskmelon,8825.731,1000 tons
China,2005,Crop production,Oil crops,30771,1000 tons
China,2005,Crop production,Peaches,7624.207,1000 tons
China,2005,Crop production,Peanuts,14342,1000 tons
China,2005,Crop production,Pears,11324,1000 tons
China,2005,Crop production,Pineapple,848.9,1000 tons
China,2005,Crop production,Rapeseed,13052,1000 tons
China,2005,Crop production,Rice,180588,1000 tons
China,2005,Crop production,Sesame seed,625,1000 tons
China,2005,Crop production,Sorghum,2546,1000 tons
China,2005,Crop production,Soybeans,16350,1000 tons
China,2005,Crop production,Strawberries,1957.075,1000 tons
China,2005,Crop production,Sugar beets,7881,1000 tons
China,2005,Crop production,Sugar cane,86638,1000 tons
China,2005,Crop production,Sunflowerseed,1927.854,1000 tons
China,2005,Crop production,Tea,935,1000 tons
China,2005,Crop production,Tobacco,2683,1000 tons
China,2005,Crop production,Tubers,34685,1000 tons
China,2005,Crop production,Vegetables,564515,1000 tons
China,2005,Crop production,Vegetables & melons,637361,1000 tons
China,2005,Crop production,Watermelons,59893.432,1000 tons
China,2005,Crop production,Wheat ,97445,1000 tons
China,2005,Crop sown area,Apples,1890.3,1000 hectares
China,2005,Crop sown area,Bananas,276.3,1000 hectares
China,2005,Crop sown area,Beans,12901,1000 hectares
China,2005,Crop sown area,Cereals,84874,1000 hectares
China,2005,Crop sown area,Citrus,1717.3,1000 hectares
China,2005,Crop sown area,Corn,26358,1000 hectares
China,2005,Crop sown area,Cotton,5062,1000 hectares
China,2005,Crop sown area,Early rice,6028,1000 hectares
China,2005,Crop sown area,Fiber crops,334.7,1000 hectares
China,2005,Crop sown area,Fruit orchards,10035,1000 hectares
China,2005,Crop sown area,Grain,104278,1000 hectares
China,2005,Crop sown area,Grapes,407.9,1000 hectares
China,2005,Crop sown area,Late rice,6547.1,1000 hectares
China,2005,Crop sown area,Medicinal crops,1213.3,1000 hectares
China,2005,Crop sown area,Melons,2207.7,1000 hectares
China,2005,Crop sown area,Middle rice,16272.4,1000 hectares
China,2005,Crop sown area,Millet,849.2,1000 hectares
China,2005,Crop sown area,Muskmelon,339.1,1000 hectares
China,2005,Crop sown area,Oil crops,14318,1000 hectares
China,2005,Crop sown area,Peaches,677.1,1000 hectares
China,2005,Crop sown area,Peanuts,4662,1000 hectares
China,2005,Crop sown area,Pears,1112.2,1000 hectares
China,2005,Crop sown area,Rapeseed,7278,1000 hectares
China,2005,Crop sown area,Rice,28847,1000 hectares
China,2005,Crop sown area,Sesame seed,593.3,1000 hectares
